id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1011839,"CUST_7101_PI416261804",2580,"GAP43","growth associated protein 43",2596,"3","n/a","n/a"
1056448,"A_23_P66593",2654,"GFAP","glial fibrillary acidic protein",2670,"17","n/a","n/a"
1056447,"A_24_P31165",2654,"GFAP","glial fibrillary acidic protein",2670,"17","n/a","n/a"
1011107,"A_24_P59786",2654,"GFAP","glial fibrillary acidic protein",2670,"17","n/a","n/a"
1018972,"CUST_284_PI416408490",2654,"GFAP","glial fibrillary acidic protein",2670,"17","n/a","n/a"
1028266,"A_23_P77847",2868,"GRB2","growth factor receptor-bound protein 2",2885,"17","n/a","n/a"
1056194,"A_24_P39654",2868,"GRB2","growth factor receptor-bound protein 2",2885,"17","n/a","n/a"
1028267,"A_24_P407717",2868,"GRB2","growth factor receptor-bound protein 2",2885,"17","n/a","n/a"
1055098,"A_23_P79518",3528,"IL1B","interleukin 1, beta",3553,"2","n/a","n/a"
1055100,"CUST_15675_PI416261804",3528,"IL1B","interleukin 1, beta",3553,"2","n/a","n/a"
1055099,"CUST_351_PI416408490",3528,"IL1B","interleukin 1, beta",3553,"2","n/a","n/a"
1015241,"A_23_P4764",3618,"INSR","insulin receptor",3643,"19","n/a","n/a"
1020769,"CUST_354_PI416408490",3618,"INSR","insulin receptor",3643,"19","n/a","n/a"
1054515,"A_23_P124837",4010,"LRP1","low density lipoprotein receptor-related protein 1",4035,"12","n/a","n/a"
1054516,"CUST_15051_PI416261804",4010,"LRP1","low density lipoprotein receptor-related protein 1",4035,"12","n/a","n/a"
1054517,"CUST_3747_PI416261804",4010,"LRP1","low density lipoprotein receptor-related protein 1",4035,"12","n/a","n/a"
1015253,"A_23_P166584",79478,"LRRC15","leucine rich repeat containing 15",131578,"3","n/a","n/a"
1014670,"A_24_P751327",79478,"LRRC15","leucine rich repeat containing 15",131578,"3","n/a","n/a"
1011869,"A_24_P827037",79478,"LRRC15","leucine rich repeat containing 15",131578,"3","n/a","n/a"
1020555,"CUST_441_PI416408490",79478,"LRRC15","leucine rich repeat containing 15",131578,"3","n/a","n/a"
1054302,"A_23_P85008",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054307,"A_23_P85015",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054322,"CUST_1150_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054312,"CUST_1189_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054310,"CUST_1191_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054301,"CUST_1198_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054321,"CUST_1386_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054320,"CUST_1387_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054318,"CUST_447_PI416408490",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054329,"CUST_69_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1054328,"CUST_70_PI417557136",4104,"MAOB","monoamine oxidase B",4129,"X","n/a","n/a"
1030603,"A_23_P257895",5562,"MAPK1","mitogen-activated protein kinase 1",5594,"22","n/a","n/a"
1022050,"A_24_P237265",5562,"MAPK1","mitogen-activated protein kinase 1",5594,"22","n/a","n/a"
1030604,"CUST_17058_PI416261804",5562,"MAPK1","mitogen-activated protein kinase 1",5594,"22","n/a","n/a"
1053765,"A_23_P300600",4718,"NEFH","neurofilament, heavy polypeptide",4744,"22","n/a","n/a"
1053767,"CUST_14388_PI416261804",4718,"NEFH","neurofilament, heavy polypeptide",4744,"22","n/a","n/a"
1053766,"CUST_463_PI416408490",4718,"NEFH","neurofilament, heavy polypeptide",4744,"22","n/a","n/a"
1021076,"A_23_P71492",4721,"NEFL","neurofilament, light polypeptide",4747,"8","n/a","n/a"
1021075,"A_24_P18137",4721,"NEFL","neurofilament, light polypeptide",4747,"8","n/a","n/a"
1026343,"A_23_P115190",4772,"NGF","nerve growth factor (beta polypeptide)",4803,"1","n/a","n/a"
1026344,"CUST_14292_PI416261804",4772,"NGF","nerve growth factor (beta polypeptide)",4803,"1","n/a","n/a"
1053715,"A_23_P389897",4773,"NGFR","nerve growth factor receptor",4804,"17","n/a","n/a"
1053716,"CUST_13775_PI416261804",4773,"NGFR","nerve growth factor receptor",4804,"17","n/a","n/a"
1053652,"A_23_P256470",4821,"NPY","neuropeptide Y",4852,"7","n/a","n/a"
1053653,"CUST_16166_PI416261804",4821,"NPY","neuropeptide Y",4852,"7","n/a","n/a"
1030018,"A_23_P62139",9939,"PQBP1","polyglutamine binding protein 1",10084,"X","n/a","n/a"
1030222,"CUST_15553_PI416261804",9939,"PQBP1","polyglutamine binding protein 1",10084,"X","n/a","n/a"
1030019,"CUST_15555_PI416261804",9939,"PQBP1","polyglutamine binding protein 1",10084,"X","n/a","n/a"
1030020,"CUST_15567_PI416261804",9939,"PQBP1","polyglutamine binding protein 1",10084,"X","n/a","n/a"
1052688,"A_23_P16189",5550,"PRKCG","protein kinase C, gamma",5582,"19","n/a","n/a"
1052689,"CUST_13757_PI416261804",5550,"PRKCG","protein kinase C, gamma",5582,"19","n/a","n/a"
1052690,"CUST_524_PI416408490",5550,"PRKCG","protein kinase C, gamma",5582,"19","n/a","n/a"
1051835,"A_23_P143526",6252,"S100B","S100 calcium binding protein B",6285,"21","n/a","n/a"
1051836,"CUST_17042_PI416261804",6252,"S100B","S100 calcium binding protein B",6285,"21","n/a","n/a"
1051645,"A_23_P19673",6410,"SGK1","serum/glucocorticoid regulated kinase 1",6446,"6","n/a","n/a"
1051647,"CUST_14686_PI416261804",6410,"SGK1","serum/glucocorticoid regulated kinase 1",6446,"6","n/a","n/a"
1051646,"CUST_14699_PI416261804",6410,"SGK1","serum/glucocorticoid regulated kinase 1",6446,"6","n/a","n/a"
1025608,"A_23_P216468",6469,"SLC1A1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",6505,"9","n/a","n/a"
1025609,"A_24_P232252",6469,"SLC1A1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",6505,"9","n/a","n/a"
1051275,"A_23_P251293",6583,"SNCG","synuclein, gamma (breast cancer-specific protein 1)",6623,"10","n/a","n/a"
1051276,"CUST_14363_PI416261804",6583,"SNCG","synuclein, gamma (breast cancer-specific protein 1)",6623,"10","n/a","n/a"
1051242,"A_23_P154840",6607,"SOD1","superoxide dismutase 1, soluble",6647,"21","n/a","n/a"
1051243,"A_24_P151464",6607,"SOD1","superoxide dismutase 1, soluble",6647,"21","n/a","n/a"
1029956,"A_23_P136936",6815,"SYP","synaptophysin",6855,"X","n/a","n/a"
1029958,"CUST_14348_PI416261804",6815,"SYP","synaptophysin",6855,"X","n/a","n/a"
1029957,"CUST_629_PI416408490",6815,"SYP","synaptophysin",6855,"X","n/a","n/a"
1025319,"A_24_P79054",6998,"TGFB1","transforming growth factor, beta 1",7040,"19","n/a","n/a"
1025320,"CUST_651_PI416408490",6998,"TGFB1","transforming growth factor, beta 1",7040,"19","n/a","n/a"
1050553,"A_23_P130333",7233,"TTR","transthyretin",7276,"18","n/a","n/a"
1050554,"CUST_14953_PI416261804",7233,"TTR","transthyretin",7276,"18","n/a","n/a"
1030654,"A_23_P43476",7393,"VLDLR","very low density lipoprotein receptor",7436,"9","n/a","n/a"
1030655,"CUST_12109_PI416261804",7393,"VLDLR","very low density lipoprotein receptor",7436,"9","n/a","n/a"
1030656,"CUST_670_PI416408490",7393,"VLDLR","very low density lipoprotein receptor",7436,"9","n/a","n/a"
1011756,"A_23_P121499",7423,"WFS1","Wolfram syndrome 1 (wolframin)",7466,"4","n/a","n/a"
1020268,"CUST_16106_PI416261804",7423,"WFS1","Wolfram syndrome 1 (wolframin)",7466,"4","n/a","n/a"
1014103,"CUST_671_PI416408490",7423,"WFS1","Wolfram syndrome 1 (wolframin)",7466,"4","n/a","n/a"
