id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1046299,"A_23_P119337",22565,"ATF5","activating transcription factor 5",22809,"19","n/a","n/a"
1046301,"CUST_15117_PI416261804",22565,"ATF5","activating transcription factor 5",22809,"19","n/a","n/a"
1046300,"CUST_94_PI416408490",22565,"ATF5","activating transcription factor 5",22809,"19","n/a","n/a"
1046167,"A_23_P62907",22682,"ATF6","activating transcription factor 6",22926,"1","n/a","n/a"
1046168,"CUST_14255_PI416261804",22682,"ATF6","activating transcription factor 6",22926,"1","n/a","n/a"
1020599,"A_23_P361495",10858,"ATF7","activating transcription factor 7",11016,"12","n/a","n/a"
1068135,"A_24_P922475",10858,"ATF7","activating transcription factor 7",11016,"12","n/a","n/a"
1059008,"A_23_P332246",471,"ATOH1","atonal homolog 1 (Drosophila)",474,"4","n/a","n/a"
1059009,"CUST_16165_PI416261804",471,"ATOH1","atonal homolog 1 (Drosophila)",474,"4","n/a","n/a"
1033228,"A_23_P378514",85634,"ATOH7","atonal homolog 7 (Drosophila)",220202,"10","n/a","n/a"
1033227,"A_32_P78295",85634,"ATOH7","atonal homolog 7 (Drosophila)",220202,"10","n/a","n/a"
1037243,"A_23_P142878",59103,"ATOH8","atonal homolog 8 (Drosophila)",84913,"2","n/a","n/a"
1037244,"A_32_P38093",59103,"ATOH8","atonal homolog 8 (Drosophila)",84913,"2","n/a","n/a"
1054152,"A_24_P61490",4262,"ATXN3","ataxin 3",4287,"14","n/a","n/a"
1054151,"A_32_P152586",4262,"ATXN3","ataxin 3",4287,"14","n/a","n/a"
1015771,"A_23_P361744",60191,"ATXN3L","ataxin 3-like",92552,"X","n/a","n/a"
1013388,"CUST_7621_PI416261804",60191,"ATXN3L","ataxin 3-like",92552,"X","n/a","n/a"
1028292,"A_23_P211047",568,"BACH1","BTB and CNC homology 1, basic leucine zipper transcription factor 1",571,"21","n/a","n/a"
1015758,"A_24_P299034",568,"BACH1","BTB and CNC homology 1, basic leucine zipper transcription factor 1",571,"21","n/a","n/a"
1058903,"CUST_16751_PI416261804",568,"BACH1","BTB and CNC homology 1, basic leucine zipper transcription factor 1",571,"21","n/a","n/a"
1040217,"A_23_P30634",37928,"BACH2","BTB and CNC homology 1, basic leucine zipper transcription factor 2",60468,"6","n/a","n/a"
1040218,"CUST_14327_PI416261804",37928,"BACH2","BTB and CNC homology 1, basic leucine zipper transcription factor 2",60468,"6","n/a","n/a"
1061793,"A_23_P9333",36030,"BARHL1","BarH-like homeobox 1",56751,"9","n/a","n/a"
1041168,"A_23_P9340",36030,"BARHL1","BarH-like homeobox 1",56751,"9","n/a","n/a"
1041169,"CUST_10361_PI416261804",36030,"BARHL1","BarH-like homeobox 1",56751,"9","n/a","n/a"
1031881,"A_23_P126349",110067,"BARHL2","BarH-like homeobox 2",343472,"1","n/a","n/a"
1031880,"CUST_6660_PI416261804",110067,"BARHL2","BarH-like homeobox 2",343472,"1","n/a","n/a"
1041377,"A_23_P32279",35318,"BARX1","BARX homeobox 1",56033,"9","n/a","n/a"
1041378,"CUST_9188_PI416261804",35318,"BARX1","BARX homeobox 1",56033,"9","n/a","n/a"
1049586,"A_23_P13083",8472,"BARX2","BARX homeobox 2",8538,"11","n/a","n/a"
1049587,"CUST_2126_PI416261804",8472,"BARX2","BARX homeobox 2",8538,"11","n/a","n/a"
1047277,"A_23_P128974",10391,"BATF","basic leucine zipper transcription factor, ATF-like",10538,"14","n/a","n/a"
1047278,"CUST_13128_PI416261804",10391,"BATF","basic leucine zipper transcription factor, ATF-like",10538,"14","n/a","n/a"
1036092,"A_23_P370682",77731,"BATF2","basic leucine zipper transcription factor, ATF-like 2",116071,"11","n/a","n/a"
1036093,"CUST_2276_PI416261804",77731,"BATF2","basic leucine zipper transcription factor, ATF-like 2",116071,"11","n/a","n/a"
1041871,"A_23_P160720",34798,"BATF3","basic leucine zipper transcription factor, ATF-like 3",55509,"1","n/a","n/a"
1041872,"CUST_11486_PI416261804",34798,"BATF3","basic leucine zipper transcription factor, ATF-like 3",55509,"1","n/a","n/a"
1023105,"A_23_P218584",32815,"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)",53335,"2","n/a","n/a"
1043088,"A_24_P402588",32815,"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)",53335,"2","n/a","n/a"
1023104,"A_24_P411186",32815,"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)",53335,"2","n/a","n/a"
1023107,"CUST_15840_PI416261804",32815,"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)",53335,"2","n/a","n/a"
1023106,"CUST_16380_PI416261804",32815,"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)",53335,"2","n/a","n/a"
1029568,"A_23_P205738",41443,"BCL11B","B-cell CLL/lymphoma 11B (zinc finger protein)",64919,"14","n/a","n/a"
1061940,"A_23_P363885",41443,"BCL11B","B-cell CLL/lymphoma 11B (zinc finger protein)",64919,"14","n/a","n/a"
1029569,"CUST_8885_PI416261804",41443,"BCL11B","B-cell CLL/lymphoma 11B (zinc finger protein)",64919,"14","n/a","n/a"
1058856,"A_23_P57856",601,"BCL6","B-cell CLL/lymphoma 6",604,"3","n/a","n/a"
1058857,"CUST_15455_PI416261804",601,"BCL6","B-cell CLL/lymphoma 6",604,"3","n/a","n/a"
1058858,"CUST_15597_PI416261804",601,"BCL6","B-cell CLL/lymphoma 6",604,"3","n/a","n/a"
1032829,"A_23_P130130",90308,"BCL6B","B-cell CLL/lymphoma 6, member B",255877,"17","n/a","n/a"
1032828,"A_23_P324813",90308,"BCL6B","B-cell CLL/lymphoma 6, member B",255877,"17","n/a","n/a"
1017256,"A_23_P111343",9630,"BCLAF1","BCL2-associated transcription factor 1",9774,"6","n/a","n/a"
1017855,"A_24_P80915",9630,"BCLAF1","BCL2-associated transcription factor 1",9774,"6","n/a","n/a"
1014055,"A_24_P89512",9630,"BCLAF1","BCL2-associated transcription factor 1",9774,"6","n/a","n/a"
1014394,"CUST_4042_PI416261804",9630,"BCLAF1","BCL2-associated transcription factor 1",9774,"6","n/a","n/a"
1013750,"CUST_4649_PI416261804",9630,"BCLAF1","BCL2-associated transcription factor 1",9774,"6","n/a","n/a"
1033765,"A_23_P331177",81731,"BHLHA15","basic helix-loop-helix family, member a15",168620,"7","n/a","n/a"
1033764,"CUST_15304_PI416261804",81731,"BHLHA15","basic helix-loop-helix family, member a15",168620,"7","n/a","n/a"
1044491,"A_23_P402194",27064,"BHLHE22","basic helix-loop-helix family, member e22",27319,"8","n/a","n/a"
1044490,"A_32_P75581",27064,"BHLHE22","basic helix-loop-helix family, member e22",27319,"8","n/a","n/a"
1024580,"A_24_P57898",79285,"BHLHE23","basic helix-loop-helix family, member e23",128408,"20","n/a","n/a"
1024581,"CUST_9632_PI416261804",79285,"BHLHE23","basic helix-loop-helix family, member e23",128408,"20","n/a","n/a"
1068786,"A_23_P57836",8487,"BHLHE40","basic helix-loop-helix family, member e40",8553,"3","n/a","n/a"
1049569,"A_24_P268676",8487,"BHLHE40","basic helix-loop-helix family, member e40",8553,"3","n/a","n/a"
1049570,"CUST_97_PI417507815",8487,"BHLHE40","basic helix-loop-helix family, member e40",8553,"3","n/a","n/a"
1039266,"A_23_P139500",55201,"BHLHE41","basic helix-loop-helix family, member e41",79365,"12","n/a","n/a"
1039267,"CUST_9658_PI416261804",55201,"BHLHE41","basic helix-loop-helix family, member e41",79365,"12","n/a","n/a"
1056468,"A_23_P53298",2631,"BLOC1S1","biogenesis of lysosomal organelles complex-1, subunit 1",2647,"12","n/a","n/a"
1056469,"CUST_6704_PI416261804",2631,"BLOC1S1","biogenesis of lysosomal organelles complex-1, subunit 1",2647,"12","n/a","n/a"
1059581,"A_23_P115732",644,"BMI1","BMI1 polycomb ring finger oncogene",648,"10","n/a","n/a"
1058810,"A_23_P314115",644,"BMI1","BMI1 polycomb ring finger oncogene",648,"10","n/a","n/a"
1058811,"A_24_P303989",644,"BMI1","BMI1 polycomb ring finger oncogene",648,"10","n/a","n/a"
1058812,"A_23_P22134",643,"BNC1","basonuclin 1",646,"15","n/a","n/a"
1058813,"CUST_2193_PI416261804",643,"BNC1","basonuclin 1",646,"15","n/a","n/a"
1042685,"A_23_P43684",34085,"BNC2","basonuclin 2",54796,"9","n/a","n/a"
1042686,"A_23_P43690",34085,"BNC2","basonuclin 2",54796,"9","n/a","n/a"
1042684,"A_32_P12232",34085,"BNC2","basonuclin 2",54796,"9","n/a","n/a"
1042687,"A_32_P133916",34085,"BNC2","basonuclin 2",54796,"9","n/a","n/a"
1010780,"A_23_P207400",668,"BRCA1","breast cancer 1, early onset",672,"17","n/a","n/a"
1018951,"CUST_114_PI416408490",668,"BRCA1","breast cancer 1, early onset",672,"17","n/a","n/a"
1028895,"A_23_P217659",55023,"BRCC3","BRCA1/BRCA2-containing complex, subunit 3",79184,"X","n/a","n/a"
1028896,"A_24_P144504",55023,"BRCC3","BRCA1/BRCA2-containing complex, subunit 3",79184,"X","n/a","n/a"
1045402,"A_23_P166536",23527,"BRD1","bromodomain containing 1",23774,"22","n/a","n/a"
1045403,"CUST_1164_PI416261804",23527,"BRD1","bromodomain containing 1",23774,"22","n/a","n/a"
1055859,"A_23_P117416",2955,"BRF1","BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)",2972,"14","n/a","n/a"
1024481,"A_24_P344100",2955,"BRF1","BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)",2972,"14","n/a","n/a"
1055858,"CUST_3874_PI416261804",2955,"BRF1","BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)",2972,"14","n/a","n/a"
1042034,"A_23_P20480",34579,"BRF2","BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like",55290,"8","n/a","n/a"
1042035,"CUST_9161_PI416261804",34579,"BRF2","BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like",55290,"8","n/a","n/a"
1029672,"A_23_P250948",7816,"BRPF1","bromodomain and PHD finger containing, 1",7862,"3","n/a","n/a"
1029673,"CUST_799_PI416261804",7816,"BRPF1","bromodomain and PHD finger containing, 1",7862,"3","n/a","n/a"
1025157,"A_24_P414712",26899,"BRPF3","bromodomain and PHD finger containing, 3",27154,"6","n/a","n/a"
1025158,"CUST_9006_PI416261804",26899,"BRPF3","bromodomain and PHD finger containing, 3",27154,"6","n/a","n/a"
1017010,"CUST_535_PI416573500",123791,"BSX","brain-specific homeobox",390259,"11","n/a","n/a"
1010828,"CUST_548_PI416379584",123791,"BSX","brain-specific homeobox",390259,"11","n/a","n/a"
1029377,"A_23_P205830",32819,"BTBD1","BTB (POZ) domain containing 1",53339,"15","n/a","n/a"
1029378,"CUST_7099_PI416261804",32819,"BTBD1","BTB (POZ) domain containing 1",53339,"15","n/a","n/a"
1028149,"A_23_P419714",78852,"BTBD11","BTB (POZ) domain containing 11",121551,"12","n/a","n/a"
1028150,"CUST_116_PI416408490",78852,"BTBD11","BTB (POZ) domain containing 11",121551,"12","n/a","n/a"
1028151,"CUST_1190_PI416261804",78852,"BTBD11","BTB (POZ) domain containing 11",121551,"12","n/a","n/a"
1041752,"A_23_P153698",34932,"BTBD2","BTB (POZ) domain containing 2",55643,"19","n/a","n/a"
1041753,"CUST_6919_PI416261804",34932,"BTBD2","BTB (POZ) domain containing 2",55643,"19","n/a","n/a"
1046191,"A_23_P102759",22659,"BTBD3","BTB (POZ) domain containing 3",22903,"20","n/a","n/a"
1046190,"A_24_P134356",22659,"BTBD3","BTB (POZ) domain containing 3",22903,"20","n/a","n/a"
1036926,"A_23_P99614",59854,"BTBD6","BTB (POZ) domain containing 6",90135,"14","n/a","n/a"
1015571,"CUST_12348_PI416261804",59854,"BTBD6","BTB (POZ) domain containing 6",90135,"14","n/a","n/a"
1010350,"CUST_614_PI417507815",59854,"BTBD6","BTB (POZ) domain containing 6",90135,"14","n/a","n/a"
1036256,"A_24_P85169",77505,"BTBD9","BTB (POZ) domain containing 9",114781,"6","n/a","n/a"
1036253,"A_32_P113566",77505,"BTBD9","BTB (POZ) domain containing 9",114781,"6","n/a","n/a"
1036255,"A_32_P217401",77505,"BTBD9","BTB (POZ) domain containing 9",114781,"6","n/a","n/a"
1036254,"A_32_P94722",77505,"BTBD9","BTB (POZ) domain containing 9",114781,"6","n/a","n/a"
1058732,"A_23_P213458",685,"BTF3","basic transcription factor 3",689,"5","n/a","n/a"
1058735,"A_24_P183264",685,"BTF3","basic transcription factor 3",689,"5","n/a","n/a"
1058734,"A_32_P108505",685,"BTF3","basic transcription factor 3",689,"5","n/a","n/a"
1058733,"A_32_P36005",685,"BTF3","basic transcription factor 3",689,"5","n/a","n/a"
1058731,"CUST_11600_PI416261804",685,"BTF3","basic transcription factor 3",689,"5","n/a","n/a"
1019674,"A_23_P51269",60042,"BTF3L4","basic transcription factor 3-like 4",91408,"1","n/a","n/a"
1014493,"CUST_8253_PI416261804",60042,"BTF3L4","basic transcription factor 3-like 4",91408,"1","n/a","n/a"
1019739,"CUST_8254_PI416261804",60042,"BTF3L4","basic transcription factor 3-like 4",91408,"1","n/a","n/a"
1013973,"CUST_8255_PI416261804",60042,"BTF3L4","basic transcription factor 3-like 4",91408,"1","n/a","n/a"
1049185,"A_23_P31602",8817,"BUD31","BUD31 homolog (S. cerevisiae)",8896,"7","n/a","n/a"
1049186,"CUST_8558_PI416261804",8817,"BUD31","BUD31 homolog (S. cerevisiae)",8896,"7","n/a","n/a"
1026798,"A_23_P56590",10291,"C1D","C1D nuclear receptor corepressor",10438,"2","n/a","n/a"
1026797,"A_23_P67992",10291,"C1D","C1D nuclear receptor corepressor",10438,"2","n/a","n/a"
1011011,"CUST_3497_PI416261804",10291,"C1D","C1D nuclear receptor corepressor",10438,"2","n/a","n/a"
1016681,"CUST_3505_PI416261804",10291,"C1D","C1D nuclear receptor corepressor",10438,"2","n/a","n/a"
1033513,"CUST_118_PI416573500",83594,"C3orf67","chromosome 3 open reading frame 67",200844,"3","n/a","n/a"
1033512,"CUST_122_PI416379584",83594,"C3orf67","chromosome 3 open reading frame 67",200844,"3","n/a","n/a"
